param_id,signal_name,side_mode,session_set,sl_atr,tp_atr,max_hold_bars,exit_on_opposite,max_trades_per_day,all_trades,all_pnl,all_max_dd,all_profit_factor,all_win_rate,all_expectancy,all_total_gain,all_total_loss,is_trades,is_pnl,is_max_dd,is_profit_factor,is_win_rate,is_expectancy,is_total_gain,is_total_loss,oos_trades,oos_pnl,oos_max_dd,oos_profit_factor,oos_win_rate,oos_expectancy,oos_total_gain,oos_total_loss,wf_positive
IFB_0698,emapmo_early,long,RTH,1.5,1.0,6,False,3,17,276.92,562.96,1.2335,0.5882,16.289,1463.1,-1186.18,8,120.08,562.96,1.1752,0.625,15.01,805.3,-685.22,9,156.84,385.48,1.3131,0.5556,17.427,657.8,-500.96,False
IFB_0700,emapmo_early,long,RTH,1.5,1.0,6,True,3,17,276.92,562.96,1.2335,0.5882,16.289,1463.1,-1186.18,8,120.08,562.96,1.1752,0.625,15.01,805.3,-685.22,9,156.84,385.48,1.3131,0.5556,17.427,657.8,-500.96,False
IFB_1121,kdjma,long,RTH,1.0,1.0,12,False,1,28,475.78,564.7,1.3215,0.5,16.992,1955.64,-1479.86,20,367.7,447.94,1.4441,0.5,18.385,1195.6,-827.9,8,108.08,564.7,1.1658,0.5,13.51,760.04,-651.96,False
IFB_1123,kdjma,long,RTH,1.0,1.0,12,True,1,28,475.78,564.7,1.3215,0.5,16.992,1955.64,-1479.86,20,367.7,447.94,1.4441,0.5,18.385,1195.6,-827.9,8,108.08,564.7,1.1658,0.5,13.51,760.04,-651.96,False
IFB_1125,kdjma,long,RTH,1.0,1.0,24,False,1,28,475.78,564.7,1.3215,0.5,16.992,1955.64,-1479.86,20,367.7,447.94,1.4441,0.5,18.385,1195.6,-827.9,8,108.08,564.7,1.1658,0.5,13.51,760.04,-651.96,False
IFB_1127,kdjma,long,RTH,1.0,1.0,24,True,1,28,475.78,564.7,1.3215,0.5,16.992,1955.64,-1479.86,20,367.7,447.94,1.4441,0.5,18.385,1195.6,-827.9,8,108.08,564.7,1.1658,0.5,13.51,760.04,-651.96,False
IFB_1246,kdjma,short,PRE_RTH,1.5,1.5,24,False,3,99,1094.24,948.04,1.221,0.5253,11.053,6046.52,-4952.28,75,563.0,948.04,1.1625,0.52,7.507,4027.14,-3464.14,24,531.24,498.2,1.357,0.5417,22.135,2019.38,-1488.14,False
IFB_1248,kdjma,short,PRE_RTH,1.5,1.5,24,True,3,99,1094.24,948.04,1.221,0.5253,11.053,6046.52,-4952.28,75,563.0,948.04,1.1625,0.52,7.507,4027.14,-3464.14,24,531.24,498.2,1.357,0.5417,22.135,2019.38,-1488.14,False
IFB_0094,emapmo_normal,both,PRE_RTH,1.5,1.5,24,False,3,29,307.04,449.6,1.1878,0.5172,10.588,1941.9,-1634.86,19,159.44,449.6,1.1571,0.4737,8.392,1174.34,-1014.9,10,147.6,278.7,1.2381,0.6,14.76,767.56,-619.96,False
IFB_0096,emapmo_normal,both,PRE_RTH,1.5,1.5,24,True,3,29,307.04,449.6,1.1878,0.5172,10.588,1941.9,-1634.86,19,159.44,449.6,1.1571,0.4737,8.392,1174.34,-1014.9,10,147.6,278.7,1.2381,0.6,14.76,767.56,-619.96,False
IFB_0026,emapmo_normal,both,ALL,1.5,1.0,6,False,3,59,369.84,503.1,1.2012,0.6102,6.268,2207.86,-1838.02,39,184.64,503.1,1.1507,0.6154,4.734,1409.74,-1225.1,20,185.2,236.98,1.3022,0.6,9.26,798.12,-612.92,False
IFB_0028,emapmo_normal,both,ALL,1.5,1.0,6,True,3,59,369.84,503.1,1.2012,0.6102,6.268,2207.86,-1838.02,39,184.64,503.1,1.1507,0.6154,4.734,1409.74,-1225.1,20,185.2,236.98,1.3022,0.6,9.26,798.12,-612.92,False
IFB_0329,emapmo_normal,short,ALL,1.5,1.5,12,False,1,30,206.3,549.18,1.222,0.5333,6.877,1135.66,-929.36,22,99.72,381.72,1.1493,0.5455,4.533,767.62,-667.9,8,106.58,167.46,1.4076,0.5,13.322,368.04,-261.46,False
IFB_0331,emapmo_normal,short,ALL,1.5,1.5,12,True,1,30,206.3,549.18,1.222,0.5333,6.877,1135.66,-929.36,22,99.72,381.72,1.1493,0.5455,4.533,767.62,-667.9,8,106.58,167.46,1.4076,0.5,13.322,368.04,-261.46,False
IFB_1290,kdjma,short,RTH,1.5,1.5,12,False,3,81,905.06,564.8,1.2387,0.4938,11.174,4697.4,-3792.34,62,363.12,564.8,1.1348,0.5,5.857,3057.56,-2694.44,19,541.94,436.46,1.4936,0.4737,28.523,1639.84,-1097.9,False
IFB_1292,kdjma,short,RTH,1.5,1.5,12,True,3,81,905.06,564.8,1.2387,0.4938,11.174,4697.4,-3792.34,62,363.12,564.8,1.1348,0.5,5.857,3057.56,-2694.44,19,541.94,436.46,1.4936,0.4737,28.523,1639.84,-1097.9,False
IFB_1118,kdjma,long,RTH,1.0,1.0,6,False,3,44,326.94,707.62,1.1392,0.5227,7.43,2674.98,-2348.04,33,204.58,707.62,1.121,0.5152,6.199,1895.42,-1690.84,11,122.36,420.42,1.1862,0.5455,11.124,779.56,-657.2,False
IFB_1120,kdjma,long,RTH,1.0,1.0,6,True,3,44,326.94,707.62,1.1392,0.5227,7.43,2674.98,-2348.04,33,204.58,707.62,1.121,0.5152,6.199,1895.42,-1690.84,11,122.36,420.42,1.1862,0.5455,11.124,779.56,-657.2,False
IFB_1230,kdjma,short,PRE_RTH,1.5,1.0,12,False,3,100,678.0,707.96,1.1743,0.59,6.78,4567.84,-3889.84,76,318.26,707.96,1.1163,0.5921,4.188,3055.7,-2737.44,24,359.74,388.98,1.3122,0.5833,14.989,1512.14,-1152.4,False
