param_id,side,label,entry_time,exit_time,entry,exit,sl,tp,pnl,gross_pnl,exit_reason,hold_bars,exit_label
R0336,short,S-0.5,2026-06-18T11:00:00+00:00,2026-06-18T11:05:00+00:00,30446.0,30422.0,30454.0,30422.0,46.76,48.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-18T13:50:00+00:00,2026-06-18T13:55:00+00:00,30463.25,30471.25,30471.25,30427.25,-17.24,-16.0,sl_same_bar,1,XS-0.5
R0336,short,S-0.5,2026-06-18T18:55:00+00:00,2026-06-18T19:00:00+00:00,30690.5,30698.5,30698.5,30666.5,-17.24,-16.0,sl_same_bar,1,XS-0.5
R0336,short,S-0.5,2026-06-18T19:20:00+00:00,2026-06-18T19:25:00+00:00,30677.5,30685.5,30685.5,30653.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-18T20:05:00+00:00,2026-06-18T20:10:00+00:00,30699.5,30707.5,30707.5,30675.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-18T20:35:00+00:00,2026-06-18T22:00:00+00:00,30730.25,30738.25,30738.25,30706.25,-17.24,-16.0,sl,5,XS-0.5
R0336,short,S-0.5,2026-06-18T22:05:00+00:00,2026-06-18T22:10:00+00:00,30719.5,30727.5,30727.5,30695.5,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-19T01:00:00+00:00,2026-06-19T01:05:00+00:00,30657.0,30633.0,30665.0,30633.0,46.76,48.0,tp,1,XS-0.5
R0336,short,S-0.5,2026-06-19T02:20:00+00:00,2026-06-19T02:30:00+00:00,30601.5,30609.5,30609.5,30577.5,-17.24,-16.0,sl,2,XS-0.5
R0336,short,S-0.5,2026-06-19T09:35:00+00:00,2026-06-19T09:40:00+00:00,30638.0,30646.0,30646.0,30614.0,-17.24,-16.0,sl,1,XS-0.5
R0336,short,S-0.5,2026-06-19T09:45:00+00:00,2026-06-19T09:50:00+00:00,30621.5,30629.5,30629.5,30597.5,-17.24,-16.0,sl,1,XS-0.5
